#HDR ms,ax,ay,az,mag,hp_abs,rms,label
414158,0.0562,-0.0261,1.0308,1.0326,0.0163,0.0497,STRUCT
414168,0.0566,-0.0198,1.0591,1.0608,0.0431,0.0466,STRUCT
414178,0.0723,-0.0193,0.9885,0.9914,0.0255,0.0468,STRUCT
414188,0.0391,-0.0173,1.0029,1.0038,0.0127,0.0459,STRUCT
414198,0.0679,-0.0193,1.0396,1.0419,0.0247,0.0431,STRUCT
414208,0.0603,-0.0217,1.0193,1.0213,0.0039,0.0427,STRUCT
414218,0.0498,-0.0134,0.9451,0.9465,0.0688,0.0447,STRUCT
414228,0.0549,-0.0127,0.9939,0.9955,0.0191,0.0443,STRUCT
414238,0.0649,-0.0203,1.0371,1.0393,0.024,0.0443,STRUCT
414248,0.0645,-0.0298,1.0315,1.0339,0.018,0.0444,STRUCT
414258,0.0728,-0.0078,0.863,0.8661,0.1452,0.0529,STRUCT
414268,0.0532,-0.0261,1.0044,1.0061,0.0051,0.0529,STRUCT
414278,0.0642,-0.0215,1.0544,1.0566,0.044,0.0515,STRUCT
414288,0.061,-0.0378,1.1162,1.1185,0.1027,0.0554,STRUCT
414298,0.0388,-0.02,1.0173,1.0183,0.0024,0.055,STRUCT
414308,0.0574,-0.0291,1.0332,1.0352,0.0187,0.0551,STRUCT
414318,0.0579,-0.021,1.0544,1.0562,0.0385,0.0486,STRUCT
414328,0.0457,-0.0178,0.9072,0.9085,0.1058,0.053,STRUCT
414338,0.0667,-0.0137,1.0166,1.0189,0.0044,0.0527,STRUCT
414348,0.0662,-0.0229,1.0234,1.0258,0.011,0.0523,STRUCT
414358,0.0601,-0.02,1.0339,1.0359,0.0204,0.0522,STRUCT
414368,0.0881,-0.0117,0.967,0.9711,0.043,0.0528,STRUCT
414379,0.042,-0.0112,0.9707,0.9717,0.0412,0.053,STRUCT
414388,0.0637,-0.0151,1.0466,1.0487,0.0347,0.0497,STRUCT
414398,0.061,-0.0098,1.0029,1.0048,0.0088,0.0496,STRUCT
414408,0.0562,-0.01,0.8999,0.9017,0.1086,0.0541,STRUCT
414418,0.0527,-0.021,1.0137,1.0153,0.0048,0.0534,STRUCT
414428,0.0615,-0.0212,1.032,1.034,0.0229,0.0533,STRUCT
414438,0.061,-0.0281,1.0505,1.0527,0.0403,0.0539,STRUCT
414448,0.0464,-0.02,0.9895,0.9908,0.0209,0.0538,STRUCT
414458,0.0588,-0.0254,1.0388,1.0408,0.0282,0.0541,STRUCT
414468,0.0613,-0.0168,1.0615,1.0634,0.0493,0.0533,STRUCT
414478,0.0559,-0.0334,1.1069,1.1088,0.0918,0.0562,STRUCT
414488,0.0522,-0.0215,0.9841,0.9858,0.0303,0.0563,STRUCT
414498,0.0562,-0.0281,1.0439,1.0458,0.0288,0.0565,STRUCT
414508,0.0598,-0.0205,1.0439,1.0459,0.028,0.0488,STRUCT
414518,0.0339,-0.0112,0.9893,0.9899,0.0271,0.0491,STRUCT
414528,0.0437,-0.0156,1.0173,1.0184,0.0013,0.0483,STRUCT
414538,0.0684,-0.0212,1.0256,1.0281,0.0107,0.0438,STRUCT
414548,0.061,-0.0156,1.0022,1.0042,0.0128,0.0438,STRUCT
414558,0.0906,-0.0139,0.9243,0.9288,0.0855,0.0469,STRUCT
414568,0.0537,-0.0112,0.9973,0.9988,0.015,0.0464,STRUCT
414578,0.0605,-0.0205,1.0454,1.0474,0.0325,0.0417,STRUCT
414588,0.0618,-0.0176,0.9966,0.9986,0.0157,0.0419,STRUCT
414598,0.0308,-0.0076,0.8984,0.899,0.1119,0.0474,STRUCT
414608,0.0581,-0.0234,0.9988,1.0007,0.0098,0.0473,STRUCT
414618,0.0688,-0.0186,1.032,1.0344,0.0232,0.0467,STRUCT
414628,0.0562,-0.0247,1.0308,1.0326,0.0207,0.0462,STRUCT
414638,0.0874,-0.0139,0.95,0.9541,0.0561,0.047,STRUCT
414648,0.052,-0.0303,1.0239,1.0257,0.0151,0.0471,STRUCT
414658,0.0588,-0.0227,1.0532,1.0551,0.0431,0.0426,STRUCT
414668,0.0625,-0.0352,1.0779,1.0803,0.0662,0.0446,STRUCT
414678,0.0313,-0.0273,1.0464,1.0472,0.0321,0.0449,STRUCT
414688,0.0625,-0.0286,1.0442,1.0464,0.0304,0.0445,STRUCT
414698,0.0581,-0.022,1.0435,1.0453,0.0284,0.0447,STRUCT
414708,0.0364,-0.0195,1.0452,1.046,0.0282,0.0447,STRUCT
414718,0.0574,-0.0164,1.0093,1.011,0.0066,0.0436,STRUCT
414728,0.0569,-0.0281,1.0298,1.0317,0.0137,0.0397,STRUCT
414738,0.0562,-0.0144,1.0239,1.0256,0.0073,0.0392,STRUCT
414748,0.0745,-0.0112,0.9114,0.9145,0.1006,0.0437,STRUCT
414758,0.052,-0.0171,0.9934,0.9949,0.0196,0.0435,STRUCT
414768,0.0691,-0.0173,1.0339,1.0364,0.0212,0.0434,STRUCT
414778,0.0588,-0.0166,0.998,0.9999,0.0148,0.0435,STRUCT
414788,0.0183,-0.0134,0.907,0.9073,0.1042,0.0482,STRUCT
414798,0.0581,-0.0225,1.0056,1.0075,0.0038,0.0481,STRUCT
414808,0.0645,-0.0186,1.0413,1.0434,0.0311,0.0454,STRUCT
414818,0.0518,-0.0203,1.0166,1.0181,0.0057,0.0453,STRUCT
414828,0.092,-0.0232,1.0522,1.0565,0.0427,0.0457,STRUCT
414838,0.0586,-0.0278,1.0212,1.0233,0.0092,0.0456,STRUCT
414848,0.061,-0.0225,1.0461,1.0482,0.033,0.0403,STRUCT
414858,0.0713,-0.0293,1.02,1.0229,0.0076,0.0403,STRUCT
414868,0.0142,-0.0249,1.0093,1.0097,0.0055,0.04,STRUCT
414878,0.0657,-0.0237,1.0554,1.0577,0.0412,0.0406,STRUCT
414888,0.061,-0.0225,1.0374,1.0394,0.0222,0.0393,STRUCT
414898,0.0222,-0.0359,1.1714,1.1721,0.1502,0.0494,STRUCT
414908,0.0813,-0.0151,0.9983,1.0017,0.0196,0.0488,STRUCT
414918,0.0583,-0.0227,1.0164,1.0183,0.0029,0.047,STRUCT
414928,0.063,-0.0154,1.0151,1.0172,0.0039,0.0465,STRUCT
414938,0.0776,-0.0122,0.8972,0.9007,0.1168,0.0517,STRUCT
414948,0.05,-0.019,0.9927,0.9941,0.0226,0.0516,STRUCT
414958,0.0574,-0.0193,1.0381,1.0398,0.0224,0.0515,STRUCT
414968,0.052,-0.0229,1.0103,1.0119,0.0054,0.0515,STRUCT
414978,0.0972,-0.0125,0.8728,0.8783,0.1347,0.058,STRUCT
414988,0.0496,-0.0305,1.0291,1.0307,0.0172,0.0581,STRUCT
414998,0.0652,-0.0232,1.0554,1.0577,0.0428,0.0552,STRUCT
415008,0.0698,-0.0386,1.1077,1.1105,0.0927,0.0581,STRUCT
415019,0.0422,-0.0229,1.0063,1.0075,0.01,0.058,STRUCT
415028,0.0659,-0.0266,1.0281,1.0305,0.0126,0.0579,STRUCT
415038,0.0593,-0.0203,1.0481,1.05,0.0311,0.0544,STRUCT
415048,0.0168,-0.0264,0.917,0.9175,0.0982,0.0579,STRUCT
415058,0.0796,-0.0149,1.0276,1.0308,0.0145,0.0576,STRUCT
415068,0.0598,-0.0212,1.0347,1.0366,0.0198,0.0577,STRUCT
415078,0.0618,-0.019,1.0259,1.0279,0.0107,0.0571,STRUCT
415088,0.0959,-0.0146,1.0144,1.019,0.0018,0.0571,STRUCT
415098,0.0474,-0.0159,0.9766,0.9778,0.0382,0.0572,STRUCT
415108,0.0627,-0.0212,1.0364,1.0385,0.0218,0.0574,STRUCT
415118,0.054,-0.0203,1.0269,1.0285,0.0114,0.0574,STRUCT
415128,0.0886,-0.0134,0.8711,0.8757,0.1371,0.0631,STRUCT
415138,0.0527,-0.0247,1.0222,1.0239,0.0108,0.063,STRUCT
415148,0.0625,-0.0242,1.0391,1.0412,0.0272,0.0556,STRUCT
415158,0.0708,-0.0232,0.9946,0.9974,0.0161,0.0556,STRUCT
415168,0.0288,-0.0264,1.0557,1.0564,0.0416,0.0562,STRUCT
415178,0.062,-0.0269,1.0408,1.043,0.0273,0.0564,STRUCT
415188,0.0569,-0.02,1.043,1.0447,0.0282,0.0517,STRUCT
415198,0.0415,-0.0369,1.1682,1.1695,0.1483,0.0594,STRUCT
415208,0.0593,-0.0212,0.9763,0.9783,0.0415,0.0598,STRUCT
415218,0.0557,-0.0242,1.0549,1.0567,0.0357,0.0602,STRUCT
415228,0.0569,-0.022,1.0281,1.0299,0.0086,0.0539,STRUCT
415238,0.019,-0.01,0.8604,0.8606,0.1558,0.0622,STRUCT
415248,0.0364,-0.0112,1.0444,1.0451,0.0279,0.0618,STRUCT
415258,0.0725,-0.0239,1.0222,1.0251,0.0076,0.059,STRUCT
415268,0.0605,-0.0198,1.03,1.032,0.0141,0.059,STRUCT
415278,0.0513,-0.0154,0.9839,0.9853,0.0316,0.0593,STRUCT
415288,0.0603,-0.022,0.9868,0.9889,0.0272,0.0592,STRUCT
415298,0.064,-0.0203,1.0371,1.0393,0.0225,0.0561,STRUCT
415308,0.0537,-0.0195,1.0312,1.0328,0.0156,0.0561,STRUCT
415318,0.092,-0.0149,0.8806,0.8855,0.1277,0.0615,STRUCT
415328,0.0513,-0.033,1.0251,1.027,0.0133,0.0615,STRUCT
415338,0.0601,-0.0217,1.0513,1.0532,0.0383,0.062,STRUCT
415348,0.0752,-0.0261,1.0098,1.0129,0.0019,0.0615,STRUCT
415358,0.0222,-0.0298,1.0552,1.0558,0.0398,0.0619,STRUCT
415368,0.0515,-0.0291,1.0342,1.0359,0.0192,0.062,STRUCT
415378,0.0586,-0.022,1.052,1.0539,0.0361,0.056,STRUCT
415388,0.0046,-0.0344,1.2058,1.2063,0.1828,0.0669,STRUCT
415398,0.0769,-0.011,0.9583,0.9614,0.0603,0.0677,STRUCT
415408,0.0552,-0.0283,1.0491,1.0509,0.0284,0.0679,STRUCT
415418,0.0562,-0.021,1.0393,1.041,0.0179,0.0675,STRUCT
415428,0.0637,-0.0115,0.9148,0.9171,0.1028,0.0703,STRUCT
415438,0.0549,-0.0159,0.9812,0.9829,0.0359,0.0705,STRUCT
415448,0.0698,-0.021,1.0515,1.054,0.0342,0.0643,STRUCT
415458,0.0647,-0.0205,1.0405,1.0427,0.0222,0.0639,STRUCT
415468,0.0894,-0.0188,0.8591,0.864,0.1518,0.0704,STRUCT
415478,0.0505,-0.0256,1.0239,1.0255,0.0094,0.0704,STRUCT
415488,0.0664,-0.0178,1.031,1.0333,0.0167,0.0632,STRUCT
415498,0.0593,-0.0237,1.0371,1.0391,0.0218,0.0631,STRUCT
415508,0.0305,-0.0215,1.0425,1.0431,0.0251,0.0633,STRUCT
415518,0.0625,-0.03,1.0381,1.0404,0.0217,0.0634,STRUCT
415528,0.0615,-0.022,1.0481,1.0501,0.0304,0.0633,STRUCT
415538,0.0425,-0.0405,1.1956,1.197,0.1719,0.0719,STRUCT
415548,0.0596,-0.0137,0.9524,0.9544,0.0686,0.073,STRUCT
415558,0.0632,-0.0254,1.0481,1.0503,0.0265,0.0731,STRUCT
415568,0.0601,-0.0242,1.0347,1.0367,0.0125,0.0686,STRUCT
415578,0.0757,-0.0083,0.9224,0.9255,0.0957,0.0712,STRUCT
415588,0.0366,-0.0144,1.0308,1.0315,0.01,0.0708,STRUCT
415598,0.0623,-0.0161,1.0452,1.0471,0.0249,0.0709,STRUCT
415608,0.0508,-0.0183,1.0396,1.041,0.0181,0.0706,STRUCT
415618,0.0059,-0.0098,0.9919,0.992,0.0299,0.0707,STRUCT
415628,0.0637,-0.02,1.0093,1.0115,0.0101,0.0704,STRUCT
415638,0.0642,-0.0208,1.043,1.0451,0.0229,0.0603,STRUCT
415648,0.0759,-0.0181,0.9851,0.9882,0.0331,0.0595,STRUCT
415659,0.0286,-0.0276,1.0574,1.0581,0.0357,0.0597,STRUCT
415668,0.0537,-0.0264,1.0227,1.0245,0.002,0.0595,STRUCT
415678,0.0613,-0.0181,1.0601,1.062,0.0383,0.0564,STRUCT
415688,0.0139,-0.0352,1.2322,1.2328,0.2027,0.0691,STRUCT
415698,0.0825,-0.0134,0.9343,0.9381,0.0892,0.071,STRUCT
415708,0.0608,-0.0266,1.0486,1.0507,0.0228,0.071,STRUCT
415718,0.0583,-0.0271,1.0459,1.0479,0.0193,0.0643,STRUCT
415728,0.0732,-0.0083,0.7715,0.775,0.2458,0.081,STRUCT
415738,0.0293,-0.0178,1.0366,1.0372,0.0159,0.0809,STRUCT
415748,0.0713,-0.0193,1.0139,1.0166,0.0046,0.0808,STRUCT
415758,0.0642,-0.0205,1.0283,1.0305,0.0091,0.0807,STRUCT
415768,0.0012,-0.0132,0.8816,0.8817,0.1355,0.085,STRUCT
415778,0.0566,-0.0208,1.0012,1.003,0.0137,0.0848,STRUCT
415788,0.0576,-0.0183,1.0503,1.052,0.0342,0.0779,STRUCT
415798,0.0667,-0.0217,0.9885,0.991,0.026,0.0768,STRUCT
415808,0.0801,-0.0149,1.0547,1.0578,0.0396,0.077,STRUCT
415818,0.053,-0.0266,1.0168,1.0186,0.0003,0.077,STRUCT
415828,0.0566,-0.0232,1.0535,1.0552,0.0358,0.0749,STRUCT
415838,0.0649,-0.0305,1.0334,1.0359,0.016,0.075,STRUCT
415848,0.0149,-0.0276,1.0859,1.0864,0.0645,0.0759,STRUCT
415858,0.061,-0.0276,1.0576,1.0597,0.0367,0.0762,STRUCT
415868,0.0601,-0.0227,1.0488,1.0508,0.0269,0.0761,STRUCT
415878,0.0168,-0.0334,1.2109,1.2115,0.1819,0.0844,STRUCT
415888,0.0825,-0.0103,0.9343,0.938,0.0888,0.0861,STRUCT
415898,0.0583,-0.0273,1.0232,1.0252,0.0016,0.0858,STRUCT
415908,0.0586,-0.0242,1.0339,1.0359,0.0088,0.0856,STRUCT
415918,0.1243,-0.0129,0.8115,0.8211,0.1997,0.0944,STRUCT
415928,0.0332,-0.0205,1.0144,1.0152,0.0055,0.0941,STRUCT
415938,0.063,-0.021,1.0481,1.0502,0.0287,0.0851,STRUCT
415948,0.0476,-0.0195,1.0161,1.0174,0.004,0.0832,STRUCT
415958,0.083,-0.0056,0.8284,0.8325,0.1831,0.0908,STRUCT
415968,0.0554,-0.0203,0.999,1.0008,0.0144,0.0908,STRUCT
415978,0.0688,-0.0239,1.0334,1.036,0.0202,0.0764,STRUCT
415988,0.074,-0.019,1.0054,1.0083,0.0073,0.0764,STRUCT
415998,0.0884,-0.0298,1.0381,1.0423,0.0259,0.0765,STRUCT
416008,0.0554,-0.0269,1.0256,1.0275,0.0107,0.0766,STRUCT
416018,0.0583,-0.0181,1.0537,1.0555,0.0376,0.072,STRUCT
416028,0.0684,-0.0334,1.0491,1.0518,0.0329,0.0722,STRUCT
416038,0.0161,-0.0242,0.9753,0.9758,0.0419,0.0724,STRUCT
416048,0.0608,-0.03,1.0483,1.0505,0.0319,0.0725,STRUCT
416058,0.0632,-0.022,1.0552,1.0573,0.0375,0.0724,STRUCT
416068,0.0378,-0.0166,1.0374,1.0382,0.0178,0.0725,STRUCT
416078,0.0559,-0.0161,1.0432,1.0448,0.0237,0.0723,STRUCT
416088,0.0566,-0.0256,1.0325,1.0343,0.0128,0.0723,STRUCT
416098,0.0654,-0.0237,1.0352,1.0375,0.0155,0.0712,STRUCT
416108,0.011,-0.0142,0.9834,0.9836,0.0373,0.0712,STRUCT
416118,0.0671,-0.0154,0.9634,0.9658,0.0533,0.0718,STRUCT
416128,0.061,-0.021,1.0588,1.0608,0.0404,0.0625,STRUCT
416138,0.0564,-0.019,1.0217,1.0235,0.0029,0.0599,STRUCT
416148,0.1104,-0.0059,0.7766,0.7844,0.2289,0.0754,STRUCT
416158,0.0542,-0.0261,1.0068,1.0086,0.0046,0.0754,STRUCT
416168,0.0715,-0.0232,1.062,1.0647,0.0499,0.0647,STRUCT
416178,0.0667,-0.019,0.9731,0.9756,0.038,0.0651,STRUCT
416188,0.0574,-0.0212,0.9612,0.9631,0.0489,0.0656,STRUCT
416198,0.0537,-0.0305,1.0237,1.0255,0.0131,0.0656,STRUCT
416208,0.0603,-0.0237,1.0603,1.0623,0.0483,0.0553,STRUCT
416218,0.0647,-0.0295,1.1545,1.1567,0.1384,0.0618,STRUCT
416228,0.0488,-0.0212,0.9836,0.9851,0.0322,0.062,STRUCT
416238,0.0559,-0.0298,1.0657,1.0676,0.0487,0.0627,STRUCT
416248,0.0625,-0.0225,1.0647,1.0668,0.0465,0.0632,STRUCT
416258,0.012,-0.0291,0.9104,0.9109,0.106,0.0666,STRUCT
416268,0.0764,-0.0112,1.0457,1.0485,0.0306,0.0665,STRUCT
416278,0.075,-0.0178,1.0215,1.0244,0.0063,0.0662,STRUCT
416288,0.0647,-0.021,1.0398,1.042,0.0232,0.0658,STRUCT
416299,0.0117,-0.0103,0.9856,0.9857,0.0321,0.0658,STRUCT
416308,0.0339,-0.0164,0.9666,0.9673,0.049,0.0661,STRUCT
416318,0.0588,-0.0222,1.0615,1.0634,0.0457,0.0667,STRUCT
416328,0.0552,-0.0181,1.0251,1.0268,0.0088,0.0665,STRUCT
416338,0.1042,-0.01,0.7915,0.7984,0.2129,0.0789,STRUCT
416348,0.0569,-0.0156,1.01,1.0117,0.0004,0.0789,STRUCT
416358,0.0703,-0.0239,1.0513,1.0539,0.0413,0.079,STRUCT
416368,0.0649,-0.0288,1.0288,1.0313,0.0181,0.0783,STRUCT
416378,0.0208,-0.0249,1.0498,1.0503,0.036,0.0782,STRUCT
416388,0.0603,-0.0266,1.01,1.0122,0.0021,0.0782,STRUCT
416398,0.0598,-0.0205,1.0669,1.0688,0.0528,0.0643,STRUCT
416408,0.064,-0.012,0.9888,0.9909,0.0242,0.0645,STRUCT
416418,0.043,-0.0161,1.0293,1.0303,0.0147,0.0638,STRUCT
416428,0.0598,-0.0273,1.0476,1.0497,0.033,0.0637,STRUCT
416438,0.0564,-0.0251,1.0444,1.0463,0.0287,0.0632,STRUCT
416448,0.1172,-0.0122,0.8792,0.887,0.1266,0.068,STRUCT
416458,0.0393,-0.0161,0.9922,0.9931,0.0199,0.0674,STRUCT
416468,0.062,-0.0181,1.0615,1.0635,0.049,0.0623,STRUCT
416478,0.0613,-0.0232,1.0461,1.0482,0.0327,0.0623,STRUCT
416488,0.0017,-0.0024,0.8516,0.8516,0.159,0.0692,STRUCT
416498,0.0527,-0.0115,0.989,0.9905,0.0194,0.0687,STRUCT
416508,0.071,-0.0198,1.0374,1.04,0.0291,0.0656,STRUCT
416518,0.0598,-0.0217,1.0005,1.0025,0.0081,0.0654,STRUCT
416528,0.083,-0.0154,1.0144,1.0179,0.0071,0.0654,STRUCT
416538,0.054,-0.0283,1.0022,1.004,0.0066,0.0652,STRUCT
416548,0.0581,-0.0229,1.0654,1.0673,0.0549,0.0658,STRUCT
416558,0.0474,-0.0425,1.1743,1.176,0.1587,0.0724,STRUCT
416568,0.0562,-0.0188,0.9543,0.9562,0.0593,0.0728,STRUCT
416578,0.0522,-0.0276,1.0452,1.0468,0.0304,0.073,STRUCT
416588,0.0608,-0.0222,1.064,1.0659,0.048,0.0601,STRUCT
416598,0.1282,-0.0146,0.8447,0.8545,0.1584,0.0679,STRUCT
416608,0.0168,-0.0176,1.0613,1.0616,0.0471,0.0681,STRUCT
416618,0.0747,-0.0261,1.0554,1.0584,0.0426,0.0685,STRUCT
416628,0.0657,-0.0254,1.0847,1.087,0.0691,0.0695,STRUCT
416638,0.1021,-0.0005,0.7466,0.7535,0.2563,0.0864,STRUCT
416648,0.0515,-0.0088,0.9756,0.977,0.0319,0.086,STRUCT
416658,0.0662,-0.0198,1.0432,1.0455,0.0355,0.0861,STRUCT
416668,0.0576,-0.0171,0.9612,0.9631,0.0455,0.0866,STRUCT
416678,0.0618,-0.0149,0.8967,0.899,0.1062,0.0889,STRUCT
416688,0.0476,-0.0276,1.0039,1.0054,0.0002,0.0887,STRUCT
416698,0.0732,-0.02,1.0491,1.0518,0.0452,0.0855,STRUCT
416708,0.0701,-0.0247,1.1577,1.1601,0.1488,0.0904,STRUCT
416718,0.012,-0.0256,0.9871,0.9875,0.0231,0.09,STRUCT
416728,0.0671,-0.0288,1.0166,1.0192,0.0084,0.0898,STRUCT
416738,0.0608,-0.0234,1.0754,1.0774,0.0645,0.085,STRUCT
416748,0.0066,-0.0454,1.2551,1.256,0.2357,0.0971,STRUCT
416758,0.0818,-0.0181,1.01,1.0135,0.0066,0.0969,STRUCT
416768,0.051,-0.0322,1.0691,1.0708,0.0492,0.0974,STRUCT
416778,0.0593,-0.0234,1.0642,1.0661,0.0431,0.0978,STRUCT
416788,0.0859,-0.0142,0.926,0.9301,0.09,0.0994,STRUCT
416798,0.0378,-0.0134,0.9639,0.9647,0.0538,0.0994,STRUCT
416808,0.0715,-0.02,1.0649,1.0675,0.0476,0.0947,STRUCT
416818,0.051,-0.0227,1.0776,1.0791,0.0573,0.0946,STRUCT
416828,0.0808,0.002,0.7954,0.7995,0.2155,0.1038,FOOT
416838,0.0496,-0.0127,0.9927,0.994,0.0204,0.1034,FOOT
416848,0.0713,-0.0193,1.0442,1.0468,0.0315,0.0987,STRUCT
416858,0.0718,-0.0198,0.9758,0.9787,0.0356,0.0985,STRUCT
416868,0.0649,-0.0071,0.843,0.8455,0.1635,0.1034,FOOT
416878,0.0566,-0.0317,0.9949,0.997,0.0117,0.1025,FOOT
416888,0.064,-0.0166,1.0735,1.0755,0.0648,0.0897,STRUCT
416898,0.0811,-0.0371,1.1003,1.1039,0.0904,0.0913,STRUCT
416908,0.0193,-0.0249,1.0168,1.0173,0.0036,0.091,STRUCT
416918,0.0605,-0.0315,1.0552,1.0574,0.0423,0.0909,STRUCT
416928,0.0613,-0.0259,1.0691,1.0712,0.0544,0.0891,STRUCT
416939,0.0352,-0.0203,0.8899,0.8908,0.1221,0.0924,STRUCT
416948,0.0598,-0.019,1.0002,1.0022,0.0104,0.092,STRUCT
416958,0.0662,-0.03,1.0513,1.0538,0.0399,0.0874,STRUCT
416968,0.0603,-0.019,1.0691,1.071,0.0554,0.088,STRUCT
416978,0.0356,-0.0168,0.9326,0.9335,0.0796,0.0894,STRUCT
416988,0.0198,-0.0127,0.9817,0.982,0.0302,0.0886,STRUCT
416998,0.0674,-0.0176,1.0662,1.0684,0.0546,0.0759,STRUCT
417008,0.0396,-0.0264,1.0908,1.0919,0.0756,0.0773,STRUCT
417018,0.1003,0.0056,0.7209,0.7279,0.2795,0.0949,STRUCT
417028,0.0466,-0.0193,0.9949,0.9962,0.0109,0.0946,STRUCT
417038,0.0686,-0.0134,1.053,1.0553,0.0467,0.0933,STRUCT
417048,0.0972,-0.0215,0.9609,0.9661,0.0412,0.093,STRUCT
417058,0.0354,-0.0142,0.9473,0.948,0.0574,0.0933,STRUCT
417068,0.0542,-0.0288,0.9973,0.9992,0.0061,0.0926,STRUCT
417078,0.0703,-0.0217,1.0693,1.0719,0.0646,0.0829,STRUCT
417088,0.0117,-0.0369,1.2185,1.2191,0.2054,0.0925,STRUCT
417098,0.0684,-0.0164,0.9465,0.9491,0.0626,0.0931,STRUCT
417108,0.0527,-0.0344,1.0503,1.0522,0.0392,0.0931,STRUCT
417118,0.061,-0.0229,1.0691,1.0711,0.0563,0.0879,STRUCT
417128,0.113,-0.0217,0.9248,0.9319,0.0803,0.0894,STRUCT
417138,0.0193,-0.021,1.0679,1.0683,0.0543,0.0891,STRUCT
417148,0.0759,-0.0271,1.0654,1.0685,0.0529,0.0879,STRUCT
417158,0.0601,-0.0259,1.0544,1.0565,0.0396,0.0882,STRUCT
417168,0.0649,-0.0112,1.0005,1.0027,0.0138,0.0879,STRUCT
417178,0.0615,-0.0012,0.9629,0.9649,0.05,0.0878,STRUCT
417188,0.0635,-0.0237,1.0784,1.0805,0.0636,0.0852,STRUCT
417198,0.0601,-0.0266,1.0852,1.0872,0.0682,0.0863,STRUCT
417208,0.0886,0.0051,0.6982,0.7039,0.3055,0.1054,FOOT
417218,0.0493,-0.021,0.99,0.9914,0.0174,0.1049,FOOT
417228,0.0723,-0.0232,1.05,1.0528,0.0426,0.1041,FOOT
417238,0.0898,-0.0178,0.9724,0.9767,0.0325,0.1041,FOOT
417248,0.0342,-0.022,1.0017,1.0025,0.0064,0.1035,FOOT
417258,0.063,-0.0317,1.0266,1.029,0.0194,0.1025,FOOT
417268,0.0588,-0.0247,1.0825,1.0844,0.0725,0.0871,STRUCT
417278,0.1011,-0.0151,0.9531,0.9586,0.0517,0.0877,STRUCT
417288,0.0603,-0.02,0.9805,0.9825,0.0269,0.0874,STRUCT
417298,0.0615,-0.0313,1.0461,1.0484,0.0378,0.0873,STRUCT
417308,0.0598,-0.0205,1.0593,1.0612,0.0491,0.0871,STRUCT
417318,0.01,-0.0085,1.0083,1.0084,0.0036,0.0871,STRUCT
417328,0.0339,-0.012,1.0103,1.0109,0.0011,0.0861,STRUCT
417338,0.0642,-0.0249,1.074,1.0762,0.0622,0.0767,STRUCT
417348,0.053,-0.0232,1.0845,1.086,0.0699,0.077,STRUCT
417358,0.0889,0.001,0.7212,0.7266,0.2807,0.0949,STRUCT
417368,0.0454,-0.0103,0.9905,0.9916,0.0153,0.0943,STRUCT
417378,0.074,-0.0203,1.0652,1.0679,0.0592,0.0937,STRUCT
417388,0.0769,-0.0308,1.0261,1.0295,0.0201,0.0931,STRUCT
417398,0.02,-0.0237,0.9722,0.9727,0.0355,0.0928,STRUCT
417408,0.061,-0.0259,0.9751,0.9773,0.0299,0.0927,STRUCT
417418,0.0669,-0.0222,1.0537,1.0561,0.0473,0.0931,STRUCT
417428,0.0286,-0.042,1.124,1.1252,0.1129,0.0953,STRUCT
417438,0.0542,-0.019,0.9973,0.999,0.0129,0.0945,STRUCT
417448,0.0637,-0.0295,1.071,1.0733,0.0596,0.0942,STRUCT
417458,0.0605,-0.0278,1.0725,1.0746,0.059,0.0727,STRUCT
417468,0.1099,-0.0198,0.979,0.9853,0.0294,0.0728,STRUCT
417478,0.0232,-0.019,1.0469,1.0473,0.0316,0.0726,STRUCT
417488,0.0688,-0.0315,1.0881,1.0908,0.0728,0.0738,STRUCT
417498,0.0623,-0.0229,1.0571,1.0592,0.04,0.0742,STRUCT
417508,-0.0034,-0.0107,1.0356,1.0357,0.016,0.0742,STRUCT
417518,0.0625,-0.0063,1.0027,1.0047,0.0146,0.0728,STRUCT
417528,0.0647,-0.0178,1.0676,1.0697,0.0489,0.0727,STRUCT
417538,0.0359,-0.0237,1.1177,1.1185,0.0947,0.075,STRUCT
417548,0.1143,0.0085,0.6257,0.6361,0.3758,0.1059,FOOT
417558,0.0435,-0.0168,0.9631,0.9643,0.0463,0.1058,FOOT
417568,0.075,-0.0244,1.0505,1.0535,0.0417,0.1062,FOOT
417579,0.0422,-0.0439,1.1765,1.1781,0.1612,0.1109,FOOT
417588,0.0142,-0.0251,0.9639,0.9643,0.051,0.1107,FOOT
417598,0.0647,-0.0249,0.9912,0.9936,0.021,0.1099,FOOT
417608,0.0674,-0.0244,1.0845,1.0868,0.07,0.0955,STRUCT
417618,0.0022,-0.0215,1.0095,1.0098,0.0069,0.0955,STRUCT
417628,0.0659,-0.02,0.9673,0.9697,0.0455,0.0952,STRUCT
417638,0.0554,-0.0393,1.0933,1.0954,0.0777,0.0964,STRUCT
417648,0.0596,-0.0247,1.0637,1.0657,0.0466,0.0965,STRUCT
417658,0.1152,-0.0127,1.0503,1.0567,0.0364,0.0966,STRUCT
417668,0.009,-0.0181,1.0679,1.0681,0.0464,0.0966,STRUCT
417678,0.0703,-0.0337,1.0918,1.0946,0.0707,0.095,STRUCT
417688,0.0698,-0.0317,1.0718,1.0745,0.0491,0.0955,STRUCT
417698,0.0583,0.0093,0.6023,0.6052,0.4075,0.125,FOOT
