#HDR ms,ax,ay,az,mag,hp_abs,rms,label
425108,0.0349,-0.0276,1.0593,1.0603,0.0466,0.3046,PLAY
425118,0.105,-0.0193,0.9565,0.9625,0.0497,0.3022,PLAY
425128,0.0811,-0.0161,0.8311,0.8352,0.1716,0.3039,PLAY
425138,0.0967,-0.0151,1.0818,1.0862,0.077,0.2458,PLAY
425148,0.0847,-0.0276,1.0347,1.0385,0.0284,0.245,PLAY
425158,0.0154,-0.0242,0.9978,0.9982,0.0115,0.2396,PLAY
425168,0.084,-0.0298,0.863,0.8676,0.1377,0.2402,PLAY
425178,0.1038,-0.0151,0.9138,0.9198,0.0829,0.2286,PLAY
425188,-0.0234,-0.0613,1.4272,1.4288,0.413,0.2416,PLAY
425198,0.0144,-0.0371,1.2268,1.2275,0.2053,0.245,PLAY
425208,0.1003,-0.0488,1.2568,1.2618,0.2323,0.2477,PLAY
425218,0.0627,-0.0229,0.9844,0.9866,0.0415,0.2477,PLAY
425228,0.0862,-0.0295,1.1562,1.1598,0.1276,0.2473,PLAY
425238,0.0081,-0.0242,1.094,1.0943,0.0602,0.2474,PLAY
425248,0.0276,-0.0371,1.231,1.2318,0.1917,0.2382,PLAY
425259,0.0491,-0.0344,1.1821,1.1836,0.1392,0.2398,PLAY
425268,0.1145,0.0481,0.166,0.2073,0.8116,0.289,PLAY
425278,0.011,-0.0076,1.1011,1.1012,0.0797,0.2894,PLAY
425288,0.0632,-0.0332,1.2329,1.235,0.207,0.2912,PLAY
425298,0.0576,-0.0176,0.9963,0.9982,0.0289,0.2901,PLAY
425308,0.0972,0.0222,0.4304,0.4418,0.5674,0.3076,PLAY
425318,0.0723,-0.0068,0.8948,0.8977,0.1081,0.3069,PLAY
425328,0.0959,-0.0168,1.0762,1.0806,0.0724,0.2486,PLAY
425338,0.062,-0.0447,1.3726,1.3747,0.3554,0.2581,PLAY
425348,-0.0745,-0.0444,0.9927,0.9965,0.0221,0.2519,PLAY
425358,0.0813,-0.0212,0.8318,0.836,0.177,0.2542,PLAY
425368,0.1016,-0.01,0.9397,0.9452,0.0657,0.2543,PLAY
425378,-0.0107,-0.054,1.2659,1.2671,0.2483,0.2568,PLAY
425388,0.0796,-0.0305,1.2451,1.248,0.2223,0.2602,PLAY
425398,0.0891,-0.0474,1.0918,1.0965,0.0685,0.2605,PLAY
425408,0.0674,-0.0308,0.9771,0.9799,0.0466,0.2606,PLAY
425418,0.0879,0.0212,0.853,0.8578,0.1635,0.2612,PLAY
425428,0.0676,-0.0059,1.0715,1.0737,0.0508,0.2609,PLAY
425438,0.0049,-0.04,1.2312,1.2319,0.2026,0.2508,PLAY
425448,0.0291,-0.0217,1.1755,1.1761,0.1424,0.249,PLAY
425458,0.1851,0.0432,-0.0378,0.1938,0.8144,0.2939,PLAY
425468,-0.0171,-0.0029,0.9275,0.9277,0.078,0.2942,PLAY
425478,0.0676,-0.032,1.3298,1.3319,0.3163,0.2999,PLAY
425488,0.064,-0.0325,1.0635,1.0659,0.0487,0.2998,PLAY
425498,-0.083,-0.0225,0.9839,0.9876,0.0286,0.2974,PLAY
425508,0.073,-0.0186,0.8425,0.8459,0.1652,0.2979,PLAY
425518,0.0942,-0.02,0.9551,0.9599,0.0496,0.25,PLAY
425528,0.0684,-0.0613,1.4014,1.4044,0.3828,0.261,PLAY
425538,0.0796,-0.0215,1.0916,1.0947,0.0709,0.258,PLAY
425548,0.1572,-0.0391,0.8469,0.8623,0.1566,0.2599,PLAY
425558,0.0959,-0.0112,0.9509,0.9558,0.0611,0.2341,PLAY
425568,0.0278,-0.0278,1.1165,1.1171,0.0972,0.2339,PLAY
425578,0.0027,-0.0334,1.1003,1.1009,0.0784,0.234,PLAY
425588,0.0117,-0.0396,1.2815,1.2822,0.2518,0.2285,PLAY
425598,0.0698,-0.0273,1.1028,1.1053,0.0727,0.229,PLAY
425608,0.0894,0.0574,0.1096,0.1526,0.8532,0.2834,PLAY
425618,0.0549,0.0012,1.1426,1.1439,0.1339,0.2843,PLAY
425628,0.0569,-0.0413,1.3145,1.3163,0.297,0.2862,PLAY
425638,0.0574,-0.0349,1.0979,1.1,0.0781,0.2831,PLAY
425648,0.1353,0.0078,0.938,0.9477,0.0719,0.2832,PLAY
425658,0.0662,-0.0144,0.8633,0.8659,0.149,0.2846,PLAY
425668,0.1228,-0.0105,0.9729,0.9807,0.0332,0.2828,PLAY
425678,0.0239,-0.0608,1.3521,1.3536,0.3294,0.2902,PLAY
425688,0.0488,-0.0322,0.9739,0.9756,0.0471,0.2875,PLAY
425698,0.0876,-0.0205,0.8228,0.8277,0.1891,0.2886,PLAY
425708,0.1069,-0.0139,0.9534,0.9594,0.0556,0.2384,PLAY
425718,0.0581,-0.0544,1.2432,1.2457,0.2237,0.2421,PLAY
425728,-0.0481,-0.0461,1.2991,1.3008,0.2702,0.2399,PLAY
425738,0.0471,-0.0471,1.2991,1.3008,0.262,0.2453,PLAY
425748,0.0759,-0.0264,1.063,1.066,0.0264,0.2453,PLAY
425758,0.1067,0.0713,0.3169,0.3419,0.6765,0.2782,PLAY
425768,0.0144,0.0081,1.1362,1.1364,0.1144,0.279,PLAY
425778,0.1047,-0.0354,1.2346,1.2396,0.211,0.2715,PLAY
425788,0.0037,-0.0315,1.1316,1.132,0.1003,0.2719,PLAY
425798,0.1765,0.0061,0.4358,0.4702,0.5444,0.2912,PLAY
425808,0.0796,-0.0125,0.8889,0.8926,0.1184,0.2919,PLAY
425818,0.0442,-0.0259,1.2908,1.2918,0.2723,0.2963,PLAY
425828,0.083,-0.0173,1.155,1.1581,0.1344,0.2971,PLAY
425838,-0.0466,-0.0305,0.9944,0.9959,0.0269,0.2929,PLAY
425848,0.103,-0.0183,0.8035,0.8103,0.2061,0.2954,PLAY
425858,0.1125,-0.0149,0.9321,0.939,0.075,0.2416,PLAY
425868,-0.0059,-0.0654,1.4294,1.431,0.4042,0.2534,PLAY
425878,0.0017,-0.041,1.2498,1.2504,0.2169,0.2501,PLAY
425888,-0.0095,-0.0449,1.2715,1.2723,0.2315,0.2539,PLAY
425899,0.0806,-0.0295,1.0173,1.0209,0.0192,0.2535,PLAY
425908,0.0693,0.0034,1.1084,1.1106,0.0682,0.2521,PLAY
425918,0.0583,-0.0037,1.0239,1.0256,0.0162,0.252,PLAY
425928,0.019,-0.0422,1.2419,1.2428,0.1949,0.2464,PLAY
425938,0.0083,-0.0361,1.1729,1.1734,0.1217,0.2474,PLAY
425948,0.1277,0.0518,0.0652,0.1524,0.872,0.3003,PLAY
425958,0.0032,-0.0061,1.1187,1.1187,0.0914,0.3007,PLAY
425968,0.0601,-0.0378,1.2837,1.2857,0.2505,0.3015,PLAY
425978,0.0791,-0.02,1.0068,1.0101,0.0242,0.2967,PLAY
425988,0.1062,0.0259,0.3579,0.3742,0.64,0.3188,PLAY
425998,0.0703,-0.0076,0.9285,0.9312,0.0806,0.3192,PLAY
426008,0.0852,-0.0208,0.9563,0.9603,0.0498,0.2893,PLAY
426018,0.0525,-0.0627,1.3818,1.3843,0.3627,0.2973,PLAY
426028,0.0437,-0.0498,1.0227,1.0248,0.0032,0.2943,PLAY
426038,0.0898,-0.0276,0.7883,0.7939,0.2208,0.297,PLAY
426048,0.1018,-0.0012,0.9358,0.9413,0.0712,0.2766,PLAY
426058,0.001,-0.051,1.2942,1.2952,0.2741,0.281,PLAY
426068,-0.0071,-0.03,1.1917,1.192,0.1658,0.2777,PLAY
426078,0.0718,-0.0439,1.1367,1.1398,0.1101,0.2772,PLAY
426088,0.0676,-0.032,0.9634,0.9663,0.0615,0.2775,PLAY
426098,0.0728,0.0181,0.4387,0.4451,0.565,0.2967,PLAY
426108,0.072,0.0037,1.0718,1.0742,0.0622,0.2966,PLAY
426118,0.0642,-0.0435,1.2407,1.2431,0.2241,0.2889,PLAY
426128,0.0347,-0.0212,1.1379,1.1387,0.116,0.2866,PLAY
426138,0.155,0.0625,0.021,0.1685,0.8282,0.3277,PLAY
426148,-0.012,0.0039,1.0571,1.0572,0.0587,0.3279,PLAY
426158,0.1143,-0.0376,1.3386,1.344,0.335,0.3344,PLAY
426168,0.0317,-0.0315,1.1084,1.1093,0.0972,0.335,PLAY
426178,0.0938,0.0095,0.4297,0.4399,0.5548,0.3507,JUMP
426188,0.0681,-0.0142,0.8618,0.8646,0.1261,0.3508,JUMP
426198,0.041,-0.0142,1.1338,1.1346,0.1395,0.3056,PLAY
426208,0.0537,-0.0422,1.1909,1.1929,0.1918,0.3075,PLAY
426218,0.0493,-0.0313,1.0105,1.0122,0.0107,0.3034,PLAY
426228,0.0979,-0.0178,0.7822,0.7885,0.2064,0.3061,PLAY
426238,0.0923,-0.0059,0.947,0.9515,0.0421,0.2782,PLAY
426248,0.0059,-0.0698,1.405,1.4068,0.4005,0.2891,PLAY
426258,-0.0549,-0.0527,1.3193,1.3215,0.3057,0.2953,PLAY
426268,0.0454,-0.0452,1.179,1.1807,0.1598,0.288,PLAY
426278,0.0796,-0.0256,1.0486,1.0519,0.0301,0.2881,PLAY
426288,0.0474,0.0515,0.8,0.8031,0.212,0.2878,PLAY
426298,0.0754,0.0122,0.9858,0.9888,0.0255,0.2875,PLAY
426308,0.1062,-0.0374,1.2271,1.2322,0.2112,0.2854,PLAY
426318,0.0076,-0.0325,1.1885,1.1889,0.1628,0.2853,PLAY
426328,0.1169,0.0613,-0.0654,0.1473,0.852,0.3316,PLAY
426338,0.0078,-0.0171,1.05,1.0502,0.0493,0.3315,PLAY
426348,0.0381,-0.0332,1.3357,1.3366,0.3255,0.3184,PLAY
426358,0.0806,-0.02,1.0278,1.0312,0.0195,0.3182,PLAY
426368,0.1013,0.0244,0.8933,0.8994,0.1089,0.3158,PLAY
426378,0.0784,-0.0054,0.8567,0.8603,0.1435,0.3162,PLAY
426388,0.1199,-0.0144,0.9631,0.9707,0.0321,0.2694,PLAY
426398,0.0063,-0.0691,1.415,1.4167,0.4014,0.2809,PLAY
426408,0.0649,-0.0388,1.1196,1.1222,0.1035,0.2736,PLAY
426418,0.1035,-0.0278,0.7795,0.7869,0.2247,0.2765,PLAY
426428,0.0642,-0.0098,0.9634,0.9656,0.0446,0.2535,PLAY
426438,0.0398,-0.0408,1.3596,1.3608,0.34,0.2612,PLAY
426448,0.0056,-0.0256,1.1338,1.1341,0.1098,0.2606,PLAY
426458,0.0552,-0.0442,1.3848,1.3866,0.3512,0.2672,PLAY
426468,0.0732,-0.0371,1.0669,1.07,0.0336,0.2673,PLAY
426478,0.1018,0.062,0.0327,0.1236,0.885,0.3179,PLAY
426488,-0.0205,-0.0137,1.1387,1.1389,0.1264,0.3188,PLAY
426498,0.1462,-0.0334,1.1992,1.2086,0.19,0.3109,PLAY
426508,0.0239,-0.0217,1.0859,1.0864,0.0658,0.3051,PLAY
426518,0.0381,0.0054,0.7175,0.7186,0.2928,0.309,PLAY
426528,0.0657,-0.0046,0.886,0.8884,0.1192,0.3099,PLAY
426539,0.1111,-0.0088,1.0276,1.0336,0.0252,0.307,PLAY
426548,0.0344,-0.0542,1.3501,1.3516,0.3327,0.3141,PLAY
426558,0.0305,-0.0339,1.0908,1.0918,0.0707,0.3116,PLAY
426568,0.1672,-0.033,0.7292,0.7489,0.2639,0.3143,PLAY
426578,0.0669,-0.0085,0.9626,0.965,0.0464,0.2643,PLAY
426588,0.0198,-0.0654,1.4216,1.4233,0.3994,0.2759,PLAY
426598,-0.0474,-0.0339,1.0959,1.0975,0.0713,0.2685,PLAY
426608,-0.019,-0.0361,1.3713,1.3719,0.3353,0.2767,PLAY
426618,0.0674,-0.0378,1.0708,1.0736,0.0358,0.276,PLAY
426628,0.1208,0.0537,0.697,0.7095,0.3184,0.2818,PLAY
426638,0.0664,0.0012,1.1448,1.1467,0.1153,0.2826,PLAY
426648,0.1021,-0.0381,1.2993,1.3039,0.2641,0.2761,PLAY
426658,0.0422,-0.022,1.1072,1.1082,0.0664,0.2756,PLAY
426668,0.1821,0.0354,-0.1199,0.2209,0.7959,0.3151,PLAY
426678,-0.0034,-0.0095,1.1174,1.1175,0.0976,0.3156,PLAY
426688,0.033,-0.0344,1.188,1.1889,0.1639,0.3099,PLAY
426698,0.0295,-0.053,1.2395,1.241,0.2094,0.312,PLAY
426708,0.0283,-0.0476,1.052,1.0535,0.0212,0.304,PLAY
426718,0.0632,-0.0139,0.8513,0.8538,0.1731,0.3059,PLAY
426728,0.1316,-0.0029,0.9478,0.9569,0.0679,0.2498,PLAY
426738,0.0237,-0.061,1.4026,1.4041,0.3679,0.2592,PLAY
426748,-0.0513,-0.0361,1.3176,1.3191,0.2742,0.2622,PLAY
426758,0.1638,-0.0396,0.8447,0.8614,0.1779,0.2643,PLAY
426768,0.0442,-0.0237,0.9595,0.9608,0.0761,0.2582,PLAY
426778,0.0771,0.0698,0.2769,0.2958,0.7186,0.2945,PLAY
426788,0.0168,-0.0022,1.1091,1.1093,0.092,0.295,PLAY
426798,0.0386,-0.0347,1.2537,1.2547,0.2303,0.2911,PLAY
426808,0.0264,-0.022,1.1917,1.1921,0.1626,0.2926,PLAY
426818,0.1743,0.0408,0.2085,0.2748,0.7318,0.3228,PLAY
426828,-0.0073,-0.0017,0.9604,0.9605,0.0447,0.3228,PLAY
426838,0.0408,-0.0369,1.3416,1.3427,0.3272,0.3196,PLAY
426848,0.0547,-0.0388,1.0913,1.0934,0.0755,0.3196,PLAY
426858,-0.03,-0.019,0.9314,0.9321,0.0831,0.3129,PLAY
426868,0.0371,-0.0259,0.7974,0.7986,0.21,0.3157,PLAY
426878,0.1135,-0.0049,0.9314,0.9383,0.0682,0.3095,PLAY
426888,0.0386,-0.0549,1.2778,1.2796,0.2648,0.3131,PLAY
426898,0.0923,-0.0222,0.9907,0.9953,0.0189,0.3087,PLAY
426908,0.1331,-0.0261,0.9048,0.9149,0.0963,0.309,PLAY
426918,0.0842,-0.019,0.9402,0.9441,0.065,0.2651,PLAY
426928,0.0254,-0.0662,1.3721,1.3739,0.3537,0.2737,PLAY
426938,-0.04,-0.0488,1.2173,1.2189,0.1926,0.2745,PLAY
426948,-0.0276,-0.0439,1.3042,1.3052,0.2704,0.2766,PLAY
426958,0.0857,-0.0249,1.1262,1.1298,0.0921,0.2772,PLAY
426968,0.0947,0.0708,0.6516,0.6623,0.364,0.2845,PLAY
426978,0.072,0.0161,1.019,1.0217,0.0044,0.2841,PLAY
426988,0.1123,-0.0386,1.2363,1.242,0.2093,0.2776,PLAY
426998,0.0132,-0.0327,1.0967,1.0972,0.0626,0.2724,PLAY
427008,0.1602,0.0161,0.1465,0.2176,0.7921,0.3131,PLAY
427018,0.0525,-0.0093,0.9619,0.9634,0.045,0.3129,PLAY
427028,0.0552,-0.0244,1.2395,1.241,0.2255,0.2816,PLAY
427038,0.0569,-0.0344,1.1226,1.1245,0.1058,0.2818,PLAY
427048,0.0042,-0.0298,1.04,1.0405,0.0211,0.278,PLAY
427058,0.0903,-0.0212,0.8179,0.8231,0.1903,0.2787,PLAY
427068,0.1162,-0.012,0.9131,0.9205,0.0901,0.2379,PLAY
427078,0.0166,-0.0679,1.3816,1.3834,0.3614,0.2485,PLAY
427088,-0.0483,-0.0444,1.1494,1.1513,0.1254,0.241,PLAY
427098,0.1638,-0.0479,1.1179,1.1309,0.1018,0.2414,PLAY
427108,0.0737,-0.0273,0.9844,0.9875,0.0403,0.2409,PLAY
427118,0.0779,0.0303,0.9897,0.9933,0.0335,0.2374,PLAY
427128,0.085,0.0044,0.9558,0.9596,0.0651,0.2373,PLAY
427138,-0.0017,-0.0398,1.2544,1.255,0.2233,0.2356,PLAY
427148,0.0146,-0.0291,1.1655,1.166,0.1301,0.237,PLAY
427158,0.1533,0.02,-0.0557,0.1643,0.845,0.2904,PLAY
427168,0.0159,-0.0125,1.0491,1.0493,0.0388,0.2903,PLAY
427179,0.0454,-0.0281,1.1245,1.1258,0.1118,0.2824,PLAY
427188,0.0535,-0.0232,1.0679,1.0695,0.0538,0.28,PLAY
427198,-0.0139,-0.0112,0.9453,0.9455,0.0681,0.275,PLAY
427208,0.0598,-0.0154,0.8767,0.8789,0.1306,0.2756,PLAY
427218,0.1201,-0.0144,0.9478,0.9554,0.0524,0.2661,PLAY
427228,0.0427,-0.0649,1.366,1.3682,0.3494,0.2751,PLAY
427238,0.0701,-0.031,1.0286,1.0314,0.0122,0.2719,PLAY
427248,0.1692,-0.0359,0.7561,0.7756,0.2361,0.2757,PLAY
427258,0.0728,-0.0049,0.9609,0.9637,0.0466,0.2258,PLAY
427268,-0.0032,-0.0618,1.3999,1.4013,0.3791,0.238,PLAY
427278,0.053,-0.0371,1.2817,1.2834,0.2532,0.2391,PLAY
427288,0.0659,-0.0454,1.1809,1.1836,0.1488,0.24,PLAY
427298,0.0723,-0.0283,0.9175,0.9208,0.1106,0.241,PLAY
427308,0.0522,-0.0693,1.3335,1.3363,0.2957,0.2452,PLAY
427318,-0.0164,-0.0134,0.9648,0.9651,0.0733,0.245,PLAY
427328,0.0417,-0.04,1.2725,1.2738,0.2283,0.2385,PLAY
427338,0.0317,-0.0193,1.1631,1.1637,0.1146,0.2383,PLAY
427348,0.1602,0.0354,-0.0674,0.1773,0.8452,0.2915,PLAY
427358,-0.0061,0.0034,1.1025,1.1026,0.0776,0.2918,PLAY
427368,0.0637,-0.0347,1.3369,1.3389,0.3043,0.298,PLAY
427378,0.0537,-0.041,1.1235,1.1256,0.0882,0.2982,PLAY
427388,-0.0334,-0.0273,1.033,1.0339,0.0034,0.2948,PLAY
427398,0.0652,-0.0088,0.9016,0.904,0.1292,0.2948,PLAY
427408,0.1016,-0.0061,0.9387,0.9442,0.0862,0.2422,PLAY
427418,0.0125,-0.0627,1.4011,1.4026,0.3608,0.2526,PLAY
427428,0.04,-0.0254,1.1511,1.1521,0.1069,0.2525,PLAY
427438,0.1311,-0.0234,0.7522,0.7639,0.2727,0.2581,PLAY
427448,0.0786,-0.0112,0.9553,0.9586,0.0756,0.2582,PLAY
427458,0.0159,-0.0525,1.2964,1.2975,0.2553,0.2619,PLAY
427468,0.0044,-0.0376,1.1157,1.1164,0.0719,0.2621,PLAY
427478,0.0339,-0.0476,1.1997,1.2011,0.1519,0.2544,PLAY
427488,0.0828,-0.022,0.9504,0.9543,0.0921,0.2551,PLAY
427498,0.0601,0.0791,0.5193,0.5287,0.5019,0.27,PLAY
427508,0.0474,0.0159,1.0593,1.0605,0.029,0.2699,PLAY
427518,0.0984,-0.0447,1.2637,1.2683,0.2296,0.2631,PLAY
427528,0.0239,-0.0273,1.1511,1.1517,0.1095,0.2591,PLAY
427538,0.1658,0.0442,0.1162,0.2072,0.8095,0.3041,PLAY
427548,0.0032,-0.0154,0.9587,0.9589,0.0561,0.3035,PLAY
427558,0.0618,-0.0205,1.2371,1.2388,0.217,0.3008,PLAY
427568,0.0703,-0.0212,1.0671,1.0697,0.0464,0.3006,PLAY
427578,0.0105,0.0034,0.7363,0.7364,0.2781,0.3023,PLAY
427588,0.0693,-0.0149,0.8437,0.8467,0.1627,0.3032,PLAY
427598,0.1174,-0.0112,0.9238,0.9313,0.0757,0.2521,PLAY
427608,0.0269,-0.0652,1.3042,1.3061,0.29,0.2582,PLAY
427618,0.0725,-0.0413,1.0247,1.028,0.0116,0.2509,PLAY
427628,0.1409,-0.033,0.9485,0.9595,0.0553,0.2506,PLAY
427638,0.0796,-0.0183,0.9792,0.9826,0.0311,0.2506,PLAY
427648,0.0366,-0.0603,1.3186,1.3205,0.2974,0.2563,PLAY
427658,-0.0415,-0.0339,1.2795,1.2807,0.2497,0.2606,PLAY
427668,0.0349,-0.0442,1.2217,1.223,0.1862,0.2531,PLAY
427678,0.0806,-0.0339,1.0664,1.07,0.0322,0.2523,PLAY
427688,0.136,0.0671,0.2468,0.2897,0.7253,0.2859,PLAY
427698,0.0757,-0.0015,0.979,0.9819,0.0321,0.2855,PLAY
427708,0.084,-0.0403,1.2407,1.2442,0.2232,0.2845,PLAY
427718,0.0195,-0.0283,1.1128,1.1133,0.0895,0.2847,PLAY
427728,0.1704,0.0137,0.2214,0.2798,0.7214,0.3177,PLAY
427738,-0.0029,-0.0015,1.1118,1.1118,0.1073,0.3179,PLAY
427748,0.0425,-0.03,1.3103,1.3113,0.2974,0.3074,PLAY
427758,0.0554,-0.0352,1.2046,1.2064,0.1866,0.3096,PLAY
427768,-0.0208,-0.0466,1.0444,1.0457,0.0251,0.3063,PLAY
427778,0.0598,-0.0117,0.8501,0.8523,0.1631,0.3072,PLAY
427788,0.1133,-0.0095,0.9597,0.9664,0.0475,0.2613,PLAY
427798,0.0112,-0.0588,1.3838,1.3851,0.3598,0.2708,PLAY
427808,0.0566,-0.0205,1.2148,1.2163,0.1853,0.2698,PLAY
427819,0.1443,-0.0447,1.1345,1.1445,0.11,0.2705,PLAY
427828,0.0505,-0.02,0.9705,0.972,0.0606,0.265,PLAY
427838,0.0757,-0.0435,1.1594,1.1627,0.1261,0.2642,PLAY
427848,-0.0042,-0.0386,1.0144,1.0151,0.0208,0.2638,PLAY
427858,0.0125,-0.0388,1.2332,1.2338,0.1919,0.2602,PLAY
427868,0.074,-0.0256,1.0579,1.0608,0.0182,0.2603,PLAY
427878,0.0823,0.0588,0.6279,0.636,0.3941,0.2717,PLAY
427888,0.0632,0.0107,1.0286,1.0306,0.0004,0.2716,PLAY
427898,0.0767,-0.0425,1.2937,1.2967,0.2584,0.27,PLAY
427908,0.0234,-0.0327,1.1362,1.1369,0.0957,0.2661,PLAY
427918,0.1526,0.0168,0.0676,0.1678,0.8469,0.3132,PLAY
427928,0.0127,-0.0112,1.0457,1.0458,0.0302,0.3132,PLAY
427938,0.0535,-0.0188,1.0898,1.0913,0.0734,0.278,PLAY
427948,0.0491,-0.0198,1.0447,1.046,0.0272,0.2779,PLAY
427958,0.0068,-0.0076,0.8616,0.8616,0.1524,0.276,PLAY
427968,0.0793,-0.0073,0.8625,0.8662,0.1433,0.2769,PLAY
427978,0.1135,-0.0134,0.9536,0.9604,0.0476,0.2366,PLAY
427988,0.0142,-0.0618,1.3831,1.3845,0.365,0.2466,PLAY
427998,-0.0149,-0.0369,1.0623,1.063,0.0422,0.2395,PLAY
428008,0.146,-0.0359,0.8069,0.8208,0.1939,0.2397,PLAY
428018,0.0679,-0.0078,0.9714,0.9738,0.0396,0.2398,PLAY
428028,0.0696,-0.043,1.0361,1.0394,0.0251,0.2376,PLAY
428038,0.0066,-0.0293,1.1836,1.184,0.1646,0.2397,PLAY
428048,-0.0024,-0.042,1.3103,1.311,0.2827,0.2355,PLAY
428058,0.0637,-0.0337,1.0671,1.0696,0.04,0.2327,PLAY
428068,0.1155,0.0671,0.3943,0.4163,0.5946,0.2604,PLAY
428078,0.0601,-0.012,1.0857,1.0874,0.0742,0.2606,PLAY
428088,0.0786,-0.0388,1.2798,1.2828,0.2614,0.2646,PLAY
428098,0.0498,-0.0222,1.1082,1.1095,0.0854,0.2651,PLAY
428108,0.1084,0.0105,0.3035,0.3224,0.6803,0.2955,PLAY
428118,-0.0002,-0.0088,1.1003,1.1004,0.0947,0.2961,PLAY
428128,0.0359,-0.0208,1.1465,1.1472,0.1372,0.2867,PLAY
428138,0.054,-0.0398,1.1152,1.1172,0.104,0.2875,PLAY
428148,-0.02,-0.0313,1.031,1.0317,0.0178,0.2828,PLAY
428158,0.0796,-0.0225,0.8315,0.8356,0.1728,0.2843,PLAY
428168,0.1074,-0.0132,0.9336,0.9398,0.0665,0.2287,PLAY
428178,0.0459,-0.0566,1.4177,1.4196,0.4007,0.2422,PLAY
428188,0.0625,-0.0281,1.0835,1.0857,0.0647,0.2421,PLAY
428198,0.1538,-0.0378,0.8755,0.8897,0.1272,0.2434,PLAY
428208,0.0835,-0.0083,0.9478,0.9515,0.0635,0.2418,PLAY
428218,0.0132,-0.0488,1.1973,1.1983,0.1778,0.2427,PLAY
428228,-0.0171,-0.0422,1.1646,1.1654,0.1405,0.2442,PLAY
428238,0.0037,-0.0476,1.2937,1.2946,0.2614,0.2388,PLAY
428248,0.0818,-0.0242,0.9783,0.982,0.0496,0.2388,PLAY
428258,0.0876,0.0222,0.488,0.4963,0.519,0.2575,PLAY
428268,0.0493,0.0063,1.0752,1.0763,0.0592,0.2577,PLAY
428278,0.0664,-0.0427,1.2869,1.2893,0.2638,0.263,PLAY
428288,0.0188,-0.0374,1.1648,1.1655,0.1358,0.2623,PLAY
428298,0.1465,0.0264,0.3398,0.371,0.6386,0.2862,PLAY
428308,0.0249,-0.0171,0.9307,0.9312,0.0761,0.2865,PLAY
428318,0.0859,-0.0166,1.126,1.1294,0.1184,0.2617,PLAY
428328,0.0654,-0.0352,1.1062,1.1087,0.0947,0.262,PLAY
428338,0.0325,0.001,0.6978,0.6985,0.3058,0.2639,PLAY
428348,0.0791,-0.0063,0.8643,0.8679,0.1323,0.2647,PLAY
428358,0.1072,-0.011,0.9263,0.9325,0.0656,0.2274,PLAY
428368,-0.0168,-0.0679,1.4258,1.4275,0.4163,0.2415,PLAY
428378,0.012,-0.0413,1.0508,1.0517,0.0392,0.24,PLAY
428388,0.0981,-0.0293,0.8953,0.9011,0.1079,0.2401,PLAY
428398,0.0886,-0.012,0.9792,0.9833,0.0249,0.2401,PLAY
428408,0.0615,-0.042,1.2666,1.2688,0.2526,0.2429,PLAY
428418,0.0322,-0.0281,1.1646,1.1653,0.1446,0.2443,PLAY
428428,0.0784,-0.042,1.1023,1.1059,0.0825,0.2313,PLAY
428438,0.0728,-0.0349,1.0569,1.06,0.0355,0.2311,PLAY
428448,0.0933,0.0674,0.3245,0.3443,0.6595,0.2649,PLAY
428459,0.0071,-0.0022,1.0991,1.0991,0.0925,0.2652,PLAY
428468,0.0867,-0.0457,1.2361,1.24,0.2262,0.2667,PLAY
428478,0.0283,-0.0198,1.113,1.1136,0.0968,0.2659,PLAY
428488,0.1321,-0.0002,0.4258,0.4458,0.5536,0.2832,PLAY
428498,0.075,-0.0054,0.8918,0.895,0.1012,0.2838,PLAY
428508,0.0427,-0.0273,1.2747,1.2757,0.2709,0.2696,PLAY
428518,0.0471,-0.0425,1.1279,1.1297,0.1212,0.2705,PLAY
428528,-0.009,-0.0286,1.0686,1.069,0.0586,0.2655,PLAY
428538,0.0637,-0.031,0.804,0.8071,0.1971,0.2671,PLAY
428548,0.1201,-0.0085,0.9521,0.9597,0.0431,0.2347,PLAY
428558,0.0034,-0.0522,1.4265,1.4275,0.4117,0.2482,PLAY
428568,0.0645,-0.0256,1.1765,1.1786,0.1578,0.2491,PLAY
428578,0.1467,-0.0425,1.1807,1.1905,0.1646,0.2506,PLAY
428588,0.054,-0.0205,0.9614,0.9632,0.0608,0.2433,PLAY
428598,0.0618,-0.0615,1.2795,1.2825,0.2506,0.247,PLAY
428608,-0.0393,-0.0408,1.2239,1.2252,0.1874,0.2495,PLAY
428618,0.0127,-0.0532,1.2708,1.2719,0.227,0.2395,PLAY
428628,0.0901,-0.021,1.1216,1.1254,0.0781,0.2399,PLAY
428638,0.1272,0.0791,0.4895,0.5119,0.5191,0.2605,PLAY
428648,0.0378,0.0071,1.1018,1.1025,0.0693,0.2608,PLAY
428658,0.0864,-0.0461,1.3276,1.3312,0.289,0.2623,PLAY
428668,0.0317,-0.0325,1.1133,1.1142,0.0697,0.2611,PLAY
428678,0.1128,-0.0037,0.1504,0.188,0.8304,0.309,PLAY
428688,0.0442,-0.0146,0.9617,0.9628,0.0539,0.3091,PLAY
428698,0.0574,-0.0264,1.2507,1.2523,0.2285,0.2833,PLAY
428708,0.0408,-0.0417,1.3223,1.3236,0.2906,0.2886,PLAY
428718,-0.001,-0.0134,0.9895,0.9896,0.0421,0.2851,PLAY
428728,0.0667,-0.0154,0.8428,0.8455,0.1805,0.2868,PLAY
